dataset,accession
GlobalB,EPI_ISL_437136
GlobalB,EPI_ISL_437137
GlobalB,EPI_ISL_437150
GlobalB,EPI_ISL_437164
GlobalB,EPI_ISL_436848
GlobalB,EPI_ISL_436872
GlobalB,EPI_ISL_436851
GlobalB,EPI_ISL_436826
GlobalB,EPI_ISL_436878
GlobalB,EPI_ISL_436857
GlobalB,EPI_ISL_436827
GlobalB,EPI_ISL_436816
GlobalB,EPI_ISL_436835
GlobalB,EPI_ISL_447057
GlobalB,EPI_ISL_447171
GlobalB,EPI_ISL_447181
GlobalB,EPI_ISL_447184
GlobalB,EPI_ISL_447193
GlobalB,EPI_ISL_447206
GlobalB,EPI_ISL_447218
GlobalB,EPI_ISL_447114
GlobalB,EPI_ISL_450611
GlobalB,EPI_ISL_450613
GlobalB,EPI_ISL_450615
GlobalB,EPI_ISL_450621
GlobalB,EPI_ISL_450631
GlobalB,EPI_ISL_450580
GlobalB,EPI_ISL_450589
GlobalB,EPI_ISL_450596
GlobalB,EPI_ISL_452302
GlobalB,EPI_ISL_452108
GlobalB,EPI_ISL_452133
GlobalB,EPI_ISL_452113
GlobalB,EPI_ISL_437360
GlobalB,EPI_ISL_450748
GlobalB,EPI_ISL_450749
GlobalB,EPI_ISL_450751
GlobalB,EPI_ISL_450754
GlobalB,EPI_ISL_437361
GlobalB,EPI_ISL_450755
GlobalB,EPI_ISL_437362
GlobalB,EPI_ISL_450756
GlobalB,EPI_ISL_450759
GlobalB,EPI_ISL_450761
GlobalB,EPI_ISL_450762
GlobalB,EPI_ISL_450763
GlobalB,EPI_ISL_450764
GlobalB,EPI_ISL_450765
GlobalB,EPI_ISL_450767
GlobalB,EPI_ISL_450768
GlobalB,EPI_ISL_450770
GlobalB,EPI_ISL_450771
GlobalB,EPI_ISL_450772
GlobalB,EPI_ISL_450773
GlobalB,EPI_ISL_437363
GlobalB,EPI_ISL_450774
GlobalB,EPI_ISL_450776
GlobalB,EPI_ISL_450777
GlobalB,EPI_ISL_450778
GlobalB,EPI_ISL_450780
GlobalB,EPI_ISL_418049
GlobalB,EPI_ISL_418893
GlobalB,EPI_ISL_426427
GlobalB,EPI_ISL_424870
GlobalB,EPI_ISL_452126
GlobalB,EPI_ISL_452124
GlobalB,EPI_ISL_424872
GlobalB,EPI_ISL_426428
GlobalB,EPI_ISL_424873
GlobalB,EPI_ISL_424871
GlobalB,EPI_ISL_428202
GlobalB,EPI_ISL_428203
GlobalB,EPI_ISL_428204
GlobalB,EPI_ISL_428205
GlobalB,EPI_ISL_428206
GlobalB,EPI_ISL_424874
GlobalB,EPI_ISL_424875
GlobalB,EPI_ISL_420791
GlobalB,EPI_ISL_420792
GlobalB,EPI_ISL_424876
GlobalB,EPI_ISL_424877
GlobalB,EPI_ISL_452116
GlobalB,EPI_ISL_452117
GlobalB,EPI_ISL_421718
GlobalB,EPI_ISL_421723
GlobalB,EPI_ISL_435483
GlobalB,EPI_ISL_444655
GlobalB,EPI_ISL_444670
GlobalB,EPI_ISL_444780
GlobalB,EPI_ISL_450399
GlobalB,EPI_ISL_421584
GlobalB,EPI_ISL_421585
GlobalB,EPI_ISL_421619
GlobalB,EPI_ISL_450049
GlobalB,EPI_ISL_450138
GlobalB,EPI_ISL_450145
GlobalB,EPI_ISL_424901
GlobalB,EPI_ISL_424878
GlobalB,EPI_ISL_452109
GlobalB,EPI_ISL_426429
GlobalB,EPI_ISL_424879
GlobalB,EPI_ISL_451474
GlobalB,EPI_ISL_450584
GlobalB,EPI_ISL_427288
GlobalB,EPI_ISL_427290
GlobalB,EPI_ISL_426430
GlobalB,EPI_ISL_426431
GlobalB,EPI_ISL_424286
GlobalB,EPI_ISL_424285
GlobalB,EPI_ISL_424303
GlobalB,EPI_ISL_443185
GlobalB,EPI_ISL_430950
GlobalB,EPI_ISL_416673
GlobalB,EPI_ISL_419558
GlobalB,EPI_ISL_420794
GlobalB,EPI_ISL_447844
GlobalB,EPI_ISL_450802
GlobalB,EPI_ISL_454383
GlobalB,EPI_ISL_454384
GlobalB,EPI_ISL_454356
GlobalB,EPI_ISL_454357
GlobalB,EPI_ISL_454359
GlobalB,EPI_ISL_454363
GlobalB,EPI_ISL_454364
GlobalB,EPI_ISL_454365
GlobalB,EPI_ISL_454366
GlobalB,EPI_ISL_454373
GlobalB,EPI_ISL_454376
GlobalB,EPI_ISL_436466
GlobalB,EPI_ISL_436467
GlobalB,EPI_ISL_436468
GlobalB,EPI_ISL_436472
GlobalB,EPI_ISL_436473
GlobalB,EPI_ISL_436475
GlobalB,EPI_ISL_436476
GlobalB,EPI_ISL_436477
GlobalB,EPI_ISL_436478
GlobalB,EPI_ISL_436479
GlobalB,EPI_ISL_436481
GlobalB,EPI_ISL_436483
GlobalB,EPI_ISL_436493
GlobalB,EPI_ISL_436501
GlobalB,EPI_ISL_436502
GlobalB,EPI_ISL_436503
GlobalB,EPI_ISL_424881
GlobalB,EPI_ISL_426432
GlobalB,EPI_ISL_426434
GlobalB,EPI_ISL_424884
GlobalB,EPI_ISL_424886
GlobalB,EPI_ISL_447845
GlobalB,EPI_ISL_419553
GlobalB,EPI_ISL_420795
GlobalB,EPI_ISL_426435
GlobalB,EPI_ISL_424841
GlobalB,EPI_ISL_424904
GlobalB,EPI_ISL_424905
GlobalB,EPI_ISL_424842
GlobalB,EPI_ISL_424888
GlobalB,EPI_ISL_444995
GlobalB,EPI_ISL_444996
GlobalB,EPI_ISL_444997
GlobalB,EPI_ISL_434847
GlobalB,EPI_ISL_434725
GlobalB,EPI_ISL_434853
GlobalB,EPI_ISL_434856
GlobalB,EPI_ISL_434728
GlobalB,EPI_ISL_434860
GlobalB,EPI_ISL_434861
GlobalB,EPI_ISL_434867
GlobalB,EPI_ISL_434868
GlobalB,EPI_ISL_434888
GlobalB,EPI_ISL_434889
GlobalB,EPI_ISL_434732
GlobalB,EPI_ISL_434890
GlobalB,EPI_ISL_434735
GlobalB,EPI_ISL_434911
GlobalB,EPI_ISL_434918
GlobalB,EPI_ISL_434925
GlobalB,EPI_ISL_434930
GlobalB,EPI_ISL_434931
GlobalB,EPI_ISL_434932
GlobalB,EPI_ISL_434938
GlobalB,EPI_ISL_434939
GlobalB,EPI_ISL_434949
GlobalB,EPI_ISL_434963
GlobalB,EPI_ISL_434965
GlobalB,EPI_ISL_434977
GlobalB,EPI_ISL_434984
GlobalB,EPI_ISL_434985
GlobalB,EPI_ISL_434997
GlobalB,EPI_ISL_434755
GlobalB,EPI_ISL_434758
GlobalB,EPI_ISL_434718
GlobalB,EPI_ISL_434794
GlobalB,EPI_ISL_411956
GlobalB,EPI_ISL_420796
GlobalB,EPI_ISL_445079
GlobalB,EPI_ISL_456656
GlobalB,EPI_ISL_422982
GlobalB,EPI_ISL_422983
GlobalB,EPI_ISL_424267
GlobalB,EPI_ISL_426077
GlobalB,EPI_ISL_426078
GlobalB,EPI_ISL_437803
GlobalB,EPI_ISL_430881
GlobalB,EPI_ISL_430882
GlobalB,EPI_ISL_430886
GlobalB,EPI_ISL_430890
GlobalB,EPI_ISL_417368
GlobalB,EPI_ISL_418925
GlobalB,EPI_ISL_449802
GlobalB,EPI_ISL_449808
GlobalB,EPI_ISL_449806
GlobalB,EPI_ISL_449805
GlobalB,EPI_ISL_449810
GlobalB,EPI_ISL_418962
GlobalB,EPI_ISL_418963
GlobalB,EPI_ISL_420809
GlobalB,EPI_ISL_420810
GlobalB,EPI_ISL_420814
GlobalB,EPI_ISL_417973
GlobalB,EPI_ISL_417976
GlobalB,EPI_ISL_420820
GlobalB,EPI_ISL_450540
GlobalB,EPI_ISL_450541
GlobalB,EPI_ISL_421560
GlobalB,EPI_ISL_435353
GlobalB,EPI_ISL_435356
GlobalB,EPI_ISL_430050
GlobalB,EPI_ISL_435374
GlobalB,EPI_ISL_430019
GlobalB,EPI_ISL_430028
GlobalB,EPI_ISL_417026
GlobalB,EPI_ISL_420803
GlobalB,EPI_ISL_417027
GlobalB,EPI_ISL_430037
GlobalB,EPI_ISL_452121
GlobalB,EPI_ISL_452123
GlobalB,EPI_ISL_452122
GlobalB,EPI_ISL_416651
GlobalB,EPI_ISL_416674
GlobalB,EPI_ISL_416675
GlobalB,EPI_ISL_418060
GlobalB,EPI_ISL_414618
GlobalB,EPI_ISL_418941
GlobalB,EPI_ISL_418184
GlobalB,EPI_ISL_418187
GlobalB,EPI_ISL_418188
GlobalB,EPI_ISL_418189
GlobalB,EPI_ISL_419652
GlobalB,EPI_ISL_422464
GlobalB,EPI_ISL_422465
GlobalB,EPI_ISL_419651
GlobalB,EPI_ISL_422453
GlobalB,EPI_ISL_416523
GlobalB,EPI_ISL_416492
GlobalB,EPI_ISL_417200
GlobalB,EPI_ISL_417201
GlobalB,EPI_ISL_417202
GlobalB,EPI_ISL_417203
GlobalB,EPI_ISL_417204
GlobalB,EPI_ISL_425169
GlobalB,EPI_ISL_428267
GlobalB,EPI_ISL_428270
GlobalB,EPI_ISL_428279
GlobalB,EPI_ISL_428280
GlobalB,EPI_ISL_428309
GlobalB,EPI_ISL_428312
GlobalB,EPI_ISL_428314
GlobalB,EPI_ISL_428317
GlobalB,EPI_ISL_428337
GlobalB,EPI_ISL_428724
GlobalB,EPI_ISL_421291
GlobalB,EPI_ISL_421310
GlobalB,EPI_ISL_421317
GlobalB,EPI_ISL_421322
GlobalB,EPI_ISL_421326
GlobalB,EPI_ISL_421328
GlobalB,EPI_ISL_421332
GlobalB,EPI_ISL_421339
GlobalB,EPI_ISL_408670
GlobalB,EPI_ISL_421272
GlobalB,EPI_ISL_421346
GlobalB,EPI_ISL_421347
GlobalB,EPI_ISL_421543
GlobalB,EPI_ISL_421546
GlobalB,EPI_ISL_421547
GlobalB,EPI_ISL_421548
GlobalB,EPI_ISL_421550
GlobalB,EPI_ISL_421551
GlobalB,EPI_ISL_421552
GlobalB,EPI_ISL_421553
GlobalB,EPI_ISL_421554
GlobalB,EPI_ISL_451183
GlobalB,EPI_ISL_451184
GlobalB,EPI_ISL_451185
GlobalB,EPI_ISL_451186
GlobalB,EPI_ISL_451187
GlobalB,EPI_ISL_451188
GlobalB,EPI_ISL_451189
GlobalB,EPI_ISL_451190
GlobalB,EPI_ISL_451192
GlobalB,EPI_ISL_451193
GlobalB,EPI_ISL_451194
GlobalB,EPI_ISL_451195
GlobalB,EPI_ISL_435119
GlobalB,EPI_ISL_435121
GlobalB,EPI_ISL_435122
GlobalB,EPI_ISL_435123
GlobalB,EPI_ISL_435120
GlobalB,EPI_ISL_435124
GlobalB,EPI_ISL_435125
GlobalB,EPI_ISL_435126
GlobalB,EPI_ISL_435127
GlobalB,EPI_ISL_435128
GlobalB,EPI_ISL_435129
GlobalB,EPI_ISL_435131
GlobalB,EPI_ISL_435132
GlobalB,EPI_ISL_435133
GlobalB,EPI_ISL_435134
GlobalB,EPI_ISL_435135
GlobalB,EPI_ISL_435136
GlobalB,EPI_ISL_435137
GlobalB,EPI_ISL_435138
GlobalB,EPI_ISL_435139
GlobalB,EPI_ISL_435140
GlobalB,EPI_ISL_435141
GlobalB,EPI_ISL_435142
GlobalB,EPI_ISL_435143
GlobalB,EPI_ISL_444493
GlobalB,EPI_ISL_426476
GlobalB,EPI_ISL_429257
GlobalB,EPI_ISL_426478
GlobalB,EPI_ISL_426479
GlobalB,EPI_ISL_426480
GlobalB,EPI_ISL_426481
GlobalB,EPI_ISL_426482
GlobalB,EPI_ISL_426583
GlobalB,EPI_ISL_426584
GlobalB,EPI_ISL_457940
GlobalB,EPI_ISL_457942
GlobalB,EPI_ISL_457946
GlobalB,EPI_ISL_457948
GlobalB,EPI_ISL_457952
GlobalB,EPI_ISL_457953
GlobalB,EPI_ISL_457956
GlobalB,EPI_ISL_457957
GlobalB,EPI_ISL_457959
GlobalB,EPI_ISL_457960
GlobalB,EPI_ISL_457961
GlobalB,EPI_ISL_457962
GlobalB,EPI_ISL_457963
GlobalB,EPI_ISL_418267
GlobalB,EPI_ISL_416430
GlobalB,EPI_ISL_416429
GlobalB,EPI_ISL_450738
GlobalB,EPI_ISL_450739
GlobalB,EPI_ISL_450740
GlobalB,EPI_ISL_450741
GlobalB,EPI_ISL_450742
GlobalB,EPI_ISL_450743
GlobalB,EPI_ISL_450744
GlobalB,EPI_ISL_450745
GlobalB,EPI_ISL_448222
GlobalB,EPI_ISL_435317
GlobalB,EPI_ISL_435303
GlobalB,EPI_ISL_435308
GlobalB,EPI_ISL_435310
GlobalB,EPI_ISL_435311
GlobalB,EPI_ISL_435312
GlobalB,EPI_ISL_435313
GlobalB,EPI_ISL_435314
GlobalB,EPI_ISL_435315
GlobalB,EPI_ISL_435316
GlobalB,EPI_ISL_455717
GlobalB,EPI_ISL_455694
GlobalB,EPI_ISL_455695
GlobalB,EPI_ISL_455696
GlobalB,EPI_ISL_455698
GlobalB,EPI_ISL_455699
GlobalB,EPI_ISL_455697
GlobalB,EPI_ISL_455701
GlobalB,EPI_ISL_455700
GlobalB,EPI_ISL_455703
GlobalB,EPI_ISL_455702
GlobalB,EPI_ISL_455706
GlobalB,EPI_ISL_455704
GlobalB,EPI_ISL_455716
GlobalB,EPI_ISL_408668
GlobalB,EPI_ISL_415435
GlobalB,EPI_ISL_431959
GlobalB,EPI_ISL_402125
GlobalB,EPI_ISL_454909
GlobalB,EPI_ISL_454910
GlobalB,EPI_ISL_454913
GlobalB,EPI_ISL_454916
GlobalB,EPI_ISL_454922
GlobalB,EPI_ISL_454925
GlobalB,EPI_ISL_454929
GlobalB,EPI_ISL_454932
GlobalB,EPI_ISL_454938
GlobalB,EPI_ISL_454939
GlobalB,EPI_ISL_454945
GlobalB,EPI_ISL_454946
GlobalB,EPI_ISL_454948
GlobalB,EPI_ISL_454949
GlobalB,EPI_ISL_454959
GlobalB,EPI_ISL_454963
GlobalB,EPI_ISL_454964
GlobalB,EPI_ISL_454970
GlobalB,EPI_ISL_455396
GlobalB,EPI_ISL_454985
GlobalB,EPI_ISL_454986
GlobalB,EPI_ISL_454987
GlobalB,EPI_ISL_454988
GlobalB,EPI_ISL_454998
GlobalB,EPI_ISL_455008
GlobalB,EPI_ISL_455011
GlobalB,EPI_ISL_455014
GlobalB,EPI_ISL_402132
GlobalB,EPI_ISL_412898
GlobalB,EPI_ISL_402123
GlobalB,EPI_ISL_403931
GlobalB,EPI_ISL_403930
GlobalB,EPI_ISL_402119
GlobalB,EPI_ISL_402121
GlobalB,EPI_ISL_406798
GlobalB,EPI_ISL_406801
GlobalB,EPI_ISL_402127
GlobalB,EPI_ISL_402128
GlobalB,EPI_ISL_402130
GlobalB,EPI_ISL_450504
GlobalB,EPI_ISL_450403
GlobalB,EPI_ISL_447900
GlobalB,EPI_ISL_434677
GlobalB,EPI_ISL_437434
GlobalB,EPI_ISL_408514
GlobalB,EPI_ISL_457988
GlobalB,MT020781.2
IDclade,MT345884.1
IDclade,MT375439.1
IDclade,EPI_ISL_424321
IDclade,EPI_ISL_424319
IDclade,EPI_ISL_424318
IDclade,EPI_ISL_426057
IDclade,EPI_ISL_426058
IDclade,EPI_ISL_426060
IDclade,EPI_ISL_426061
IDclade,EPI_ISL_426062
IDclade,EPI_ISL_426063
IDclade,EPI_ISL_427166
IDclade,EPI_ISL_427167
IDclade,EPI_ISL_427169
IDclade,EPI_ISL_437826
IDclade,EPI_ISL_430942
IDclade,EPI_ISL_430947
IDclade,EPI_ISL_426064
IDclade,EPI_ISL_426065
IDclade,EPI_ISL_426066
IDclade,EPI_ISL_426067
IDclade,EPI_ISL_426068
IDclade,EPI_ISL_426069
IDclade,EPI_ISL_426070
IDclade,EPI_ISL_430952
IDclade,EPI_ISL_426071
IDclade,EPI_ISL_426072
IDclade,EPI_ISL_426073
IDclade,EPI_ISL_426074
IDclade,EPI_ISL_426075
IDclade,EPI_ISL_427172
IDclade,EPI_ISL_429599
IDclade,EPI_ISL_429601
IDclade,EPI_ISL_429610
LAclade,EPI_ISL_452106
LAclade,EPI_ISL_452107
LAclade,EPI_ISL_436044
LAclade,EPI_ISL_435445
LAclade,EPI_ISL_435446
LAclade,EPI_ISL_435447
LAclade,EPI_ISL_435448
LAclade,EPI_ISL_435449
LAclade,EPI_ISL_435450
LAclade,EPI_ISL_435451
LAclade,EPI_ISL_435452
LAclade,EPI_ISL_435453
LAclade,EPI_ISL_435463
LAclade,EPI_ISL_435464
LAclade,EPI_ISL_435465
LAclade,EPI_ISL_435466
LAclade,EPI_ISL_435467
LAclade,EPI_ISL_437548
LAclade,EPI_ISL_437547
LAclade,EPI_ISL_437546
LAclade,EPI_ISL_437545
LAclade,EPI_ISL_445119
LAclade,EPI_ISL_445121
LAclade,EPI_ISL_445122
LAclade,EPI_ISL_445126
LAclade,EPI_ISL_445130
LAclade,EPI_ISL_445131
LAclade,EPI_ISL_445134
LAclade,EPI_ISL_445136
LAclade,EPI_ISL_445138
LAclade,EPI_ISL_445141
LAclade,EPI_ISL_445144
LAclade,EPI_ISL_450231
LAclade,EPI_ISL_424868
MDclade,EPI_ISL_447843
MDclade,EPI_ISL_434689
MDclade,EPI_ISL_434690
MDclade,EPI_ISL_434682
MDclade,EPI_ISL_457790
MDclade,EPI_ISL_457751
MDclade,EPI_ISL_434683
MDclade,EPI_ISL_434684
MDclade,EPI_ISL_434685
MDclade,EPI_ISL_438222
MDclade,EPI_ISL_438224
MDclade,EPI_ISL_457752
MDclade,EPI_ISL_434686
MDclade,EPI_ISL_457789
MDclade,EPI_ISL_438225
MDclade,EPI_ISL_438226
MDclade,EPI_ISL_434586
MDclade,EPI_ISL_434587
MDclade,EPI_ISL_434588
MDclade,EPI_ISL_457754
MDclade,EPI_ISL_434638
MDclade,EPI_ISL_434640
MDclade,EPI_ISL_457791
MDclade,EPI_ISL_457792
MDclade,EPI_ISL_457795
MDclade,EPI_ISL_457798
MDclade,EPI_ISL_457799
MDclade,EPI_ISL_457800
MDclade,EPI_ISL_457802
MDclade,EPI_ISL_457803
MDclade,EPI_ISL_457804
MDclade,EPI_ISL_457806
MDclade,EPI_ISL_457807
MDclade,EPI_ISL_457808
MDclade,EPI_ISL_438227
MDclade,EPI_ISL_438228
MDclade,EPI_ISL_438233
MDclade,EPI_ISL_438234
MDclade,EPI_ISL_457755
MDclade,EPI_ISL_438235
MDclade,EPI_ISL_438236
MDclade,EPI_ISL_438238
MDclade,EPI_ISL_438239
MDclade,EPI_ISL_438240
MDclade,EPI_ISL_457756
MDclade,EPI_ISL_438241
MDclade,EPI_ISL_457758
MDclade,EPI_ISL_457761
MDclade,EPI_ISL_457762
MDclade,EPI_ISL_457763
MDclade,EPI_ISL_438246
MDclade,EPI_ISL_438247
MDclade,EPI_ISL_457764
MDclade,EPI_ISL_457765
MDclade,EPI_ISL_457766
MDclade,EPI_ISL_457767
MDclade,EPI_ISL_457768
MDclade,EPI_ISL_457769
MDclade,EPI_ISL_457811
MDclade,EPI_ISL_457812
MDclade,EPI_ISL_457813
MDclade,EPI_ISL_457816
MDclade,EPI_ISL_457817
MDclade,EPI_ISL_457818
MDclade,EPI_ISL_457819
MDclade,EPI_ISL_457820
MDclade,EPI_ISL_457821
MDclade,EPI_ISL_457777
MDclade,EPI_ISL_457780
MDclade,EPI_ISL_457782
MDclade,EPI_ISL_457783
MDclade,EPI_ISL_457784
MDclade,EPI_ISL_457785
MDclade,EPI_ISL_457787
MDclade,EPI_ISL_457788
MDclade,EPI_ISL_454422
MDclade,EPI_ISL_454423
MDclade,EPI_ISL_454426
MDclade,EPI_ISL_454432
MDclade,EPI_ISL_454434
MDclade,EPI_ISL_424869
MDclade,EPI_ISL_426425
NYclade,MT370904.1
NYclade,EPI_ISL_421716
NYclade,EPI_ISL_421721
NYclade,EPI_ISL_421724
NYclade,EPI_ISL_421728
NYclade,EPI_ISL_418973
NYclade,EPI_ISL_430326
NYclade,EPI_ISL_430351
NYclade,EPI_ISL_419702
NYclade,EPI_ISL_418190
NYclade,EPI_ISL_444617
NYclade,EPI_ISL_444637
NYclade,EPI_ISL_444643
NYclade,EPI_ISL_420309
NYclade,EPI_ISL_444681
NYclade,EPI_ISL_444687
NYclade,EPI_ISL_420576
NYclade,EPI_ISL_451407
NYclade,EPI_ISL_451412
NYclade,EPI_ISL_451416
NYclade,EPI_ISL_451422
NYclade,EPI_ISL_420590
NYclade,EPI_ISL_420591
NYclade,EPI_ISL_451477
NYclade,EPI_ISL_456031
NYclade,EPI_ISL_456058
NYclade,EPI_ISL_436056
NYclade,EPI_ISL_436072
NYclade,EPI_ISL_436079
NYclade,EPI_ISL_427569
NYclade,EPI_ISL_427586
NYclade,EPI_ISL_427592
NYclade,EPI_ISL_427607
NYclade,EPI_ISL_426307
NYclade,EPI_ISL_426301
NYclade,EPI_ISL_414476
VAclade,MT322394.1
VAclade,MT322401.1
VAclade,MT322413.1
VAclade,MT322415.1
VAclade,MT350251.1
VAclade,MT415895.1
VAclade,EPI_ISL_418864
VAclade,EPI_ISL_419262
VAclade,EPI_ISL_419263
VAclade,EPI_ISL_418956
VAclade,EPI_ISL_418957
VAclade,EPI_ISL_419256
VAclade,EPI_ISL_419257
VAclade,EPI_ISL_419258
VAclade,EPI_ISL_419706
VAclade,EPI_ISL_419708
VAclade,EPI_ISL_419710
VAclade,EPI_ISL_419711
VAclade,EPI_ISL_419713
VAclade,EPI_ISL_420628
VAclade,EPI_ISL_420019
VAclade,EPI_ISL_420020
VAclade,EPI_ISL_420630
VAclade,EPI_ISL_420021
VAclade,EPI_ISL_420022
VAclade,EPI_ISL_426454
VAclade,EPI_ISL_420023
VAclade,EPI_ISL_420024
VAclade,EPI_ISL_420027
VAclade,EPI_ISL_426455
VAclade,EPI_ISL_426456
VAclade,EPI_ISL_426457
VAclade,EPI_ISL_426458
VAclade,EPI_ISL_426459
VAclade,EPI_ISL_426461
VAclade,EPI_ISL_426462
VAclade,EPI_ISL_426465
VAclade,EPI_ISL_426466
VAclade,EPI_ISL_426468
VAclade,EPI_ISL_426469
VAclade,EPI_ISL_426470
VAclade,EPI_ISL_429969
VAclade,EPI_ISL_429970
VAclade,EPI_ISL_429971
VAclade,EPI_ISL_429972
VAclade,EPI_ISL_429974
VAclade,EPI_ISL_429975
VAclade,EPI_ISL_429978
VAclade,EPI_ISL_429979
VAclade,EPI_ISL_429983
VAclade,EPI_ISL_437399
VAclade,EPI_ISL_424907
VAclade,EPI_ISL_424892
VAclade,EPI_ISL_424893
VAclade,EPI_ISL_424894
VAclade,EPI_ISL_436045
WAclade,EPI_ISL_417159
WAclade,EPI_ISL_417160
WAclade,EPI_ISL_417166
WAclade,EPI_ISL_417168
WAclade,EPI_ISL_417172
WAclade,EPI_ISL_430181
WAclade,EPI_ISL_430188
WAclade,EPI_ISL_430196
WAclade,EPI_ISL_430203
WAclade,EPI_ISL_430232
WAclade,EPI_ISL_413456
WAclade,EPI_ISL_430251
WAclade,EPI_ISL_430275
WAclade,EPI_ISL_430281
WAclade,EPI_ISL_430295
WAclade,EPI_ISL_430144
WAclade,EPI_ISL_417083
WAclade,EPI_ISL_434168
WAclade,EPI_ISL_417094
WAclade,EPI_ISL_417095
WAclade,EPI_ISL_417096
WAclade,EPI_ISL_417100
WAclade,EPI_ISL_416460
WAclade,EPI_ISL_434268
WAclade,EPI_ISL_434325
WAclade,EPI_ISL_416462
WAclade,EPI_ISL_416463
WAclade,EPI_ISL_417134
WAclade,EPI_ISL_417135
WAclade,EPI_ISL_417142
WAclade,EPI_ISL_417147
WAclade,EPI_ISL_417148
WAclade,EPI_ISL_417150
WAclade,EPI_ISL_417152
WAclade,EPI_ISL_422991
WAclade,EPI_ISL_423014
WAclade,EPI_ISL_424192
WAclade,EPI_ISL_424231
WAclade,EPI_ISL_424301
WAclade,EPI_ISL_426114
WAclade,EPI_ISL_426128
WAclade,EPI_ISL_427178
WAclade,EPI_ISL_427189
WAclade,EPI_ISL_427190
WAclade,EPI_ISL_427211
WAclade,EPI_ISL_427251
WAclade,EPI_ISL_427264
WAclade,EPI_ISL_429622
WAclade,EPI_ISL_416683
WAclade,EPI_ISL_416687
WAclade,EPI_ISL_416689
WAclade,EPI_ISL_417359
WAclade,EPI_ISL_417450
WAclade,EPI_ISL_414595
WAclade,EPI_ISL_418905
WAclade,EPI_ISL_415626
WAclade,EPI_ISL_415603
WAclade,EPI_ISL_407214
WAclade,EPI_ISL_404895
WAclade,EPI_ISL_412970
WAclade,EPI_ISL_413025
DCotherclade,EPI_ISL_447840
DCotherclade,EPI_ISL_436042
DCotherclade,EPI_ISL_436043
DCotherclade,EPI_ISL_436041
DCotherclade,EPI_ISL_436040
DCHPclade,EPI_ISL_434687
DCHPclade,EPI_ISL_434688
DCHPclade,EPI_ISL_434691
DCHPclade,EPI_ISL_438223
DCHPclade,EPI_ISL_457753
DCHPclade,EPI_ISL_434639
DCHPclade,EPI_ISL_457796
DCHPclade,EPI_ISL_457797
DCHPclade,EPI_ISL_457801
DCHPclade,EPI_ISL_457805
DCHPclade,EPI_ISL_438229
DCHPclade,EPI_ISL_438230
DCHPclade,EPI_ISL_438231
DCHPclade,EPI_ISL_438232
DCHPclade,EPI_ISL_438237
DCHPclade,EPI_ISL_438242
DCHPclade,EPI_ISL_438243
DCHPclade,EPI_ISL_457757
DCHPclade,EPI_ISL_457760
DCHPclade,EPI_ISL_438244
DCHPclade,EPI_ISL_438245
DCHPclade,EPI_ISL_457809
DCHPclade,EPI_ISL_457810
DCHPclade,EPI_ISL_457814
DCHPclade,EPI_ISL_457822
DCHPclade,EPI_ISL_457823
DCHPclade,EPI_ISL_457770
DCHPclade,EPI_ISL_457781
DCotherclade,EPI_ISL_424852
MDotherclade,EPI_ISL_447843
MDHPclade,EPI_ISL_434689
MDHPclade,EPI_ISL_434690
MDHPclade,EPI_ISL_434682
MDHPclade,EPI_ISL_457790
MDHPclade,EPI_ISL_457751
MDHPclade,EPI_ISL_434683
MDHPclade,EPI_ISL_434684
MDHPclade,EPI_ISL_434685
MDHPclade,EPI_ISL_438222
MDHPclade,EPI_ISL_438224
MDHPclade,EPI_ISL_457752
MDHPclade,EPI_ISL_434686
MDHPclade,EPI_ISL_457789
MDHPclade,EPI_ISL_438225
MDHPclade,EPI_ISL_438226
MDHPclade,EPI_ISL_434586
MDHPclade,EPI_ISL_434587
MDHPclade,EPI_ISL_434588
MDHPclade,EPI_ISL_457754
MDHPclade,EPI_ISL_434638
MDHPclade,EPI_ISL_434640
MDHPclade,EPI_ISL_457791
MDHPclade,EPI_ISL_457792
MDHPclade,EPI_ISL_457795
MDHPclade,EPI_ISL_457798
MDHPclade,EPI_ISL_457799
MDHPclade,EPI_ISL_457800
MDHPclade,EPI_ISL_457802
MDHPclade,EPI_ISL_457803
MDHPclade,EPI_ISL_457804
MDHPclade,EPI_ISL_457806
MDHPclade,EPI_ISL_457807
MDHPclade,EPI_ISL_457808
MDHPclade,EPI_ISL_438227
MDHPclade,EPI_ISL_438228
MDHPclade,EPI_ISL_438233
MDHPclade,EPI_ISL_438234
MDHPclade,EPI_ISL_457755
MDHPclade,EPI_ISL_438235
MDHPclade,EPI_ISL_438236
MDHPclade,EPI_ISL_438238
MDHPclade,EPI_ISL_438239
MDHPclade,EPI_ISL_438240
MDHPclade,EPI_ISL_457756
MDHPclade,EPI_ISL_438241
MDHPclade,EPI_ISL_457758
MDHPclade,EPI_ISL_457761
MDHPclade,EPI_ISL_457762
MDHPclade,EPI_ISL_457763
MDHPclade,EPI_ISL_438246
MDHPclade,EPI_ISL_438247
MDHPclade,EPI_ISL_457764
MDHPclade,EPI_ISL_457765
MDHPclade,EPI_ISL_457766
MDHPclade,EPI_ISL_457767
MDHPclade,EPI_ISL_457768
MDHPclade,EPI_ISL_457769
MDHPclade,EPI_ISL_457811
MDHPclade,EPI_ISL_457812
MDHPclade,EPI_ISL_457813
